Payroll ID,Start Date,End Date,Pay Date,Gross Pay,Net Pay,Currency,Employee ID,First Name,Middle Name,Last Name,Title,Employment Type,Employment Subtype,Start Date,End Date,Latest Rehire Date,Active,Location,Income Amount,Income Currency,Income Unit,Email
fd53e782-56ab-4ba4-96c7-feac7b1c19cf,2025-02-15,2025-03-01,2025-03-01,56683327,64249529,usd,7d866365-5fec-4840-a3a6-d48f4d434752,Polly,Micah,Mohr,Investor Accountability Technician,contractor,full_time,2024-07-01,-,2024-06-06,Yes,"33191 Court Street, Apt. 294, Vandervortfield, DE, VU, 19709",845808.0,BBD,hourly,-
fd53e782-56ab-4ba4-96c7-feac7b1c19cf,2025-02-15,2025-03-01,2025-03-01,56683327,64249529,usd,0acd8195-b0fa-43d5-8823-bc7b30cfba91,Wyman,August,Batz,Chief Branding Producer,contractor,individual_contractor,2024-03-23,-,2024-05-17,Yes,"907 Madisyn Drive, Suite 934, Spinkastead, AL, MK, 36155",4957774.0,UYU,yearly,-
fd53e782-56ab-4ba4-96c7-feac7b1c19cf,2025-02-15,2025-03-01,2025-03-01,56683327,64249529,usd,a8ee96c9-c8e2-4f08-977a-2d21b969a1c6,Ervin,Blake,Hayes,Direct Research Associate,contractor,individual_contractor,2024-11-26,-,2024-03-20,Yes,"40723 Flavio Junctions, Apt. 756, South Polly, IA, GT, 50309",22570.0,CDF,quarterly,-
fd53e782-56ab-4ba4-96c7-feac7b1c19cf,2025-02-15,2025-03-01,2025-03-01,56683327,64249529,usd,63b04313-e226-43d5-9bec-0338dcdcb4a8,Dominique,Rory,Greenfelder,Future Factors Orchestrator,employee,temp,2025-01-12,-,2024-02-20,Yes,"10033 N Washington Street, Apt. 590, North Hadley, AR, PG, 72689",5172348.0,ALL,monthly,-
fd53e782-56ab-4ba4-96c7-feac7b1c19cf,2025-02-15,2025-03-01,2025-03-01,56683327,64249529,usd,0af804db-2e70-4d9d-8f16-da0a309bcc24,Aaliyah,August,Green,Customer Division Strategist,employee,individual_contractor,2024-08-06,-,2025-01-01,Yes,"186 Wolff Lights, Apt. 368, Robynview, FL, NU, 34383",939312.0,DKK,yearly,-
fd53e782-56ab-4ba4-96c7-feac7b1c19cf,2025-02-15,2025-03-01,2025-03-01,56683327,64249529,usd,cfb7dd35-9942-4570-8e9a-cb1f32ede0f2,Aurelie,Brooklyn,Towne,Direct Interactions Developer,employee,full_time,2024-06-11,-,2024-09-27,Yes,"94048 Talon Turnpike, Apt. 782, Lake Rasheed, NJ, SM, 07469",3910845.0,UYU,yearly,-
fd53e782-56ab-4ba4-96c7-feac7b1c19cf,2025-02-15,2025-03-01,2025-03-01,56683327,64249529,usd,c657af63-644e-418a-bd74-53d9ba0a51ab,Llewellyn,Jaden,Haag,Investor Security Director,employee,individual_contractor,2024-09-14,-,2024-11-30,Yes,"91870 Rahsaan Gateway, Suite 428, East Noemieberg, KS, MV, 66311",582379.0,SDG,yearly,-
fd53e782-56ab-4ba4-96c7-feac7b1c19cf,2025-02-15,2025-03-01,2025-03-01,56683327,64249529,usd,28f301ec-4de3-4091-a84e-0acb574b9ce2,May,Phoenix,Ullrich,Corporate Solutions Analyst,employee,individual_contractor,2024-10-16,-,2024-06-24,Yes,"5626 Rhett Drives, Suite 975, Boyermouth, VT, UM, 05414",5365523.0,TOP,semi_monthly,-
fd53e782-56ab-4ba4-96c7-feac7b1c19cf,2025-02-15,2025-03-01,2025-03-01,56683327,64249529,usd,6521f4e0-aedc-48d4-84b1-9265b290aa42,Godfrey,Finley,Dickens,Principal Identity Designer,employee,full_time,2024-07-10,-,2024-06-03,Yes,"4744 Hermann Cape, Suite 471, Sabrinaborough, MT, AL, 59057",763128.0,BZD,weekly,-
fd53e782-56ab-4ba4-96c7-feac7b1c19cf,2025-02-15,2025-03-01,2025-03-01,56683327,64249529,usd,f9f35918-800c-4166-8638-b416b6ed967b,Amy,Jordan,Ondricka,Principal Branding Technician,contractor,temp,2024-03-19,-,2024-06-01,Yes,"9349 Koch Brook, Apt. 622, Lake Brooklynview, SC, MP, 29293",2692949.0,PAB,hourly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,a6f57874-904e-4426-862a-45e65a25587e,Faustino,Dakota,Wisoky,Direct Web Producer,contractor,intern,2025-01-18,-,2025-01-31,Yes,"458 E 6th Avenue, Suite 882, Port Corene, CT, MN, 06277",5505729.0,MYR,yearly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,334ff5ff-e41f-4ac6-907d-02299f8d8c74,Savanah,Jordan,Kuhlman,Future Accountability Analyst,employee,full_time,2024-03-16,-,2025-02-08,Yes,"510 E Oak Street, Apt. 551, Fort Caden, UT, KE, 84133",1675517.0,TTD,hourly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,0594213b-d3da-418f-83b6-540e97af8281,Julien,Quinn,Williamson,Legacy Quality Liaison,employee,full_time,2024-03-03,-,2024-11-15,Yes,"3006 Martin Luther King Jr Boulevard, Suite 543, North Talia, AR, AI, 72734",5946034.0,TJS,quarterly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,52e0a35f-e636-4a2e-8a50-bce239101613,Ross,Kai,Hermiston,Forward Directives Planner,contractor,individual_contractor,2024-09-28,-,2024-11-03,Yes,"6016 Ezekiel Burg, Apt. 651, South Timmytown, OR, CD, 97634",3502116.0,IQD,monthly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,46fa37ee-54f4-4d9e-9eb9-40bbe70e317f,Nina,Finley,Rogahn,Chief Assurance Designer,employee,intern,2024-04-07,-,2024-12-14,Yes,"82969 Von Coves, Apt. 493, New Julesbury, IA, AT, 50333",839414.0,KES,daily,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,48766099-2e4a-4dae-9b42-b197b491718b,Davon,Hayden,Nicolas,District Operations Assistant,employee,intern,2024-10-05,-,2024-09-16,Yes,"691 Schaden Isle, Suite 322, West Lulatown, MN, IT, 55426",515943.0,SGD,daily,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,1d2e27f9-e5a7-45cd-8391-d26d86f6e00f,Keon,Hayden,Ryan,Chief Accountability Manager,contractor,temp,2024-09-20,-,2024-04-03,Yes,"98712 N Front Street, Apt. 907, Favianfurt, MN, RO, 55543",341852.0,TMT,fixed,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,d0c13c37-6b58-42f9-8028-c556984f3c2c,Aracely,Logan,Frami,Product Optimization Assistant,contractor,individual_contractor,2024-11-15,-,2024-06-03,Yes,"1446 Jackeline Crest, Suite 371, Bergeton, MT, BY, 59296",4152827.0,TJS,semi_monthly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,ea4578e2-fbb6-4c3e-b37e-f7ae36e8a029,Tiffany,Kai,Wilkinson,Corporate Data Liaison,contractor,intern,2024-08-18,-,2024-10-30,Yes,"4498 Heller Fork, Apt. 782, Lake Kurt, PA, AE, 15104",4218589.0,BGN,hourly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,c6b83dba-d227-46c4-b86f-f0e93508be72,Gerson,Avery,Legros,Product Quality Planner,employee,individual_contractor,2025-01-08,-,2025-01-25,Yes,"100 Raheem Pike, Suite 317, Swiftland, IN, CZ, 47042",4732670.0,GHS,semi_monthly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,7d866365-5fec-4840-a3a6-d48f4d434752,Polly,Micah,Mohr,Investor Accountability Technician,contractor,full_time,2024-07-01,-,2024-06-06,Yes,"33191 Court Street, Apt. 294, Vandervortfield, DE, VU, 19709",845808.0,BBD,hourly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,0acd8195-b0fa-43d5-8823-bc7b30cfba91,Wyman,August,Batz,Chief Branding Producer,contractor,individual_contractor,2024-03-23,-,2024-05-17,Yes,"907 Madisyn Drive, Suite 934, Spinkastead, AL, MK, 36155",4957774.0,UYU,yearly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,a8ee96c9-c8e2-4f08-977a-2d21b969a1c6,Ervin,Blake,Hayes,Direct Research Associate,contractor,individual_contractor,2024-11-26,-,2024-03-20,Yes,"40723 Flavio Junctions, Apt. 756, South Polly, IA, GT, 50309",22570.0,CDF,quarterly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,63b04313-e226-43d5-9bec-0338dcdcb4a8,Dominique,Rory,Greenfelder,Future Factors Orchestrator,employee,temp,2025-01-12,-,2024-02-20,Yes,"10033 N Washington Street, Apt. 590, North Hadley, AR, PG, 72689",5172348.0,ALL,monthly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,0af804db-2e70-4d9d-8f16-da0a309bcc24,Aaliyah,August,Green,Customer Division Strategist,employee,individual_contractor,2024-08-06,-,2025-01-01,Yes,"186 Wolff Lights, Apt. 368, Robynview, FL, NU, 34383",939312.0,DKK,yearly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,cfb7dd35-9942-4570-8e9a-cb1f32ede0f2,Aurelie,Brooklyn,Towne,Direct Interactions Developer,employee,full_time,2024-06-11,-,2024-09-27,Yes,"94048 Talon Turnpike, Apt. 782, Lake Rasheed, NJ, SM, 07469",3910845.0,UYU,yearly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,c657af63-644e-418a-bd74-53d9ba0a51ab,Llewellyn,Jaden,Haag,Investor Security Director,employee,individual_contractor,2024-09-14,-,2024-11-30,Yes,"91870 Rahsaan Gateway, Suite 428, East Noemieberg, KS, MV, 66311",582379.0,SDG,yearly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,28f301ec-4de3-4091-a84e-0acb574b9ce2,May,Phoenix,Ullrich,Corporate Solutions Analyst,employee,individual_contractor,2024-10-16,-,2024-06-24,Yes,"5626 Rhett Drives, Suite 975, Boyermouth, VT, UM, 05414",5365523.0,TOP,semi_monthly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,6521f4e0-aedc-48d4-84b1-9265b290aa42,Godfrey,Finley,Dickens,Principal Identity Designer,employee,full_time,2024-07-10,-,2024-06-03,Yes,"4744 Hermann Cape, Suite 471, Sabrinaborough, MT, AL, 59057",763128.0,BZD,weekly,-
cb77b879-5f54-45f5-ac05-016215504883,2025-02-01,2025-02-15,2025-02-15,56683327,66338386,usd,f9f35918-800c-4166-8638-b416b6ed967b,Amy,Jordan,Ondricka,Principal Branding Technician,contractor,temp,2024-03-19,-,2024-06-01,Yes,"9349 Koch Brook, Apt. 622, Lake Brooklynview, SC, MP, 29293",2692949.0,PAB,hourly,-
